0.0;0.0;0.0
0.05;0.49050000000000005;0.012262500000000003
0.1;0.9810000000000001;0.04905000000000001
0.15000000000000002;1.4715000000000003;0.11036250000000003
0.2;1.9620000000000002;0.19620000000000004
0.25;2.4525;0.3065625
0.3;2.943;0.44145
0.35;3.4335;0.6008625
0.39999999999999997;3.924;0.7847999999999999
0.44999999999999996;4.414499999999999;0.9932624999999998
0.49999999999999994;4.904999999999999;1.2262499999999996
0.5499999999999999;5.395499999999999;1.4837624999999997
0.6;5.886;1.7658
0.65;6.376500000000001;2.0723625000000006
